"huc12","CDL_name","areasqkm","pixel.coverage","percent.coverage"
"020700010507","Grass/Pasture",78.44,3070.51264041242,3.52302572204383
"020700010509","Grass/Pasture",81.74,5566.44013463236,6.12894069142296
"020700040303","Grass/Pasture",74.69,8540.91287567862,10.2916342055305
"020700090202","Grass/Pasture",65.43,13407.324069701,18.4419863407166
"020700090506","Grass/Pasture",71.94,17719.454575304,22.1677913786122
"020700100603","Grass/Pasture",66.06,16034.8817569426,21.8458879522379
"020700110301","Grass/Pasture",68.15,3157.39426479444,4.16970629246514
"020801020203","Grass/Pasture",82.76,1233.57399298425,1.34148935921438
"020801030503","Grass/Pasture",64.64,11640.274544762,16.2070654243283
"020801030802","Grass/Pasture",84.31,19207.6504618095,20.5039561328769
"020801031001","Grass/Pasture",72.32,15920.4119631407,19.8124595780236
"020801031002","Grass/Pasture",73.59,13401.5109017627,16.3899440298769
"020801031101","Grass/Pasture",83.19,14547.9344969263,15.7388400615863
"020801040104","Grass/Pasture",79.84,6170.12033258437,6.9552959660896
"020801050202","Grass/Pasture",70.58,5295.09202298385,6.75203006614546
"020801050302","Grass/Pasture",70.08,2195.19181370542,2.819167568971
"020801050601","Grass/Pasture",88.17,2308.38246390295,2.35629377057123
"020801060102","Grass/Pasture",77.98,15022.6082531064,17.3382244521618
"020801060302","Grass/Pasture",92.18,10104.980264406,9.86600372962183
"020802031101","Grass/Pasture",91.45,12436.6189785482,12.2394281910261
"020802031103","Grass/Pasture",78.71,14462.4758213127,16.5369435131259
"020802050203","Grass/Pasture",75.34,9093.94961055608,10.8634917036109
"020802050301","Grass/Pasture",74.5,8495.2680156568,10.2627398846861
"020802050502","Grass/Pasture",84.37,5508.02397204642,5.87557375233113
"020802050504","Grass/Pasture",79.63,7527.03893686944,8.50726490415986
"020802050601","Grass/Pasture",80.2,9287.79580905626,10.4227135014347
"020802050602","Grass/Pasture",93.35,6825.7616207081,6.58080927545505
"020802070403","Grass/Pasture",65.21,4043.47787608132,5.58063194061216
"020802070501","Grass/Pasture",84.66,8150.40211547718,8.66449551609906
"020802070503","Grass/Pasture",66.57,6938.95704823025,9.3811947474947
"020802070704","Grass/Pasture",82.54,5256.8009158554,5.73191279897003
"020802070705","Grass/Pasture",73.07,8080.64598427809,9.95289638134704
"040103020403","Grass/Pasture",71.02,5519.75578940224,6.99490314061112
"040103020505","Grass/Pasture",71.99,2675.55481062854,3.34490808385288
"040301030204","Grass/Pasture",70.07,3889.08371526152,4.99525523581471
"040500011603","Grass/Pasture",64.62,11342.5311292955,15.7973971160104
"041201020202","Grass/Pasture",67.07,8104.14170459783,10.8747987686567
"041201020206","Grass/Pasture",72.48,5309.16526469745,6.59250653728988
"041201020208","Grass/Pasture",92.17,11073.7085346706,10.8129952058192
"041201030103","Grass/Pasture",69.45,11665.8117203689,15.1176825749921
"041300020907","Grass/Pasture",65.08,7301.81072365296,10.0977714371353
"041402010302","Grass/Pasture",91.42,8015.35861940752,7.89085840895512
"041402010901","Grass/Pasture",79.66,3921.08276587072,4.43004580628125
"041402011002","Grass/Pasture",64.25,14648.054508983,20.5186755767855
"041402011105","Grass/Pasture",67.92,20286.9325909996,26.8819778149288
"041402011204","Grass/Pasture",64.52,5260.2323059112,7.33758381171742
"041402011304","Grass/Pasture",76.19,8640.83432289408,10.207049337977
"041402011505","Grass/Pasture",68.83,11660.0392489868,15.2463102195091
"050100010402","Grass/Pasture",70.57,7898.99518105272,10.0738212596676
"050100010703","Grass/Pasture",67.53,4198.22720297077,5.59514953749992
"050100011106","Grass/Pasture",92.65,6126.65515930124,5.95141893510104
"050100020405","Grass/Pasture",79.9,12288.8792061133,13.8422919718423
"050100030803","Grass/Pasture",80.13,3292.3303062281,3.69786256783388
"050100040301","Grass/Pasture",67.51,10493.5060564479,13.9892689243121
"050100050703","Grass/Pasture",91.86,8750.0370465992,8.57286451332384
"050100050903","Grass/Pasture",76.86,7932.00996359324,9.28806787306
"050100060801","Grass/Pasture",76.02,9937.57295388871,11.7650824237041
